channel_id,tier,wd_item,wd_class,label,country,reason,alt_of
UClJ8TijOSL4CxheypEDc_Kg,0,,,Salzburger Nachrichten,AT,newsguard_validated,
UClMs26ViHFMy7MS897Alcxw,0,,,FOX 2 St. Louis,US,newsguard_validated,
UClQbJ-4fOCa14ju2V6YqTDg,0,,,Manuel Petitat,CH,newsguard_validated,
UClR8YIQX5Fb8J2wmsUKLhvQ,0,,,American Academy of Pediatrics,US,newsguard_validated,
UClTKA4g2BdD2THYNJp1DMqA,0,,,ECDC,SE,newsguard_validated,
UClUH-0YUMxi9PqB88eSHv8Q,0,,,SakerItalia,,newsguard_validated,
UClWCQNaggkMW7SDtS3BkEBg,0,Q275033,magazine|mass media,Entertainment Weekly,US,newsguard_validated,
UClXiZS-gBgJrnv1nT4Y4Sig,0,,,guntruth,US,newsguard_validated,
UClYF2DP9n6_OgYgO7D7cM0A,0,,,Sachsen-Anhalt AKTUELL,DE,newsguard_validated,
UClaIZayJYZunD66ib5e32og,0,Q4701671,newspaper,Akron Beacon Journal,US,newsguard_validated,
UClbB81tMIIeAYfDU4EkrdDQ,0,,,insauga,CA,newsguard_validated,
UClbwTo_ocM5JFYIfW-bvXQg,0,,,The Political Garbage Channel,,newsguard_validated,
UClc3beJiZHClP1ExFdBSIJA,0,,,Next Big Future,US,newsguard_validated,
UCldOUTYzEj513cLmSkmnVzQ,0,,,Verywell Health,US,newsguard_validated,
UClfP9CpLAaw5xufqcifmxGg,0,,,Kölnische Rundschau,,newsguard_validated,
UClfbSj-gmJ5J02lAbMYAFkQ,0,,,Albuquerque Journal,US,newsguard_validated,
UCliYKeCLfl2wsoRlHnz_1vg,0,,,Contro TV,,newsguard_validated,
UCljKGzQlflgbbxdvygygOew,0,,,InterNapoli,IT,newsguard_validated,
UCljy6_3EPeAybTZ6huAnyjw,0,,,uncutnews.ch,CH,newsguard_validated,
UClk-6v0THURKI53Wn0iODsA,0,,,AllgaeuerZeitung,,newsguard_validated,
UClkErnblX5Ms6iYWY-ySmlQ,0,,,Black Hills Fox - KEVN - South Dakota Local News,US,newsguard_validated,
UClkh00cS2e23tzFeJv7toPg,0,,,The (San Bernardino County) Sun,,newsguard_validated,
UCllyIkZaUy2zg-smrWiahow,0,,,News 3 Las Vegas,US,newsguard_validated,
UClm6c0hgGMuqnzEx7tuha6Q,0,,,NorthcentralPa.com,,newsguard_validated,
UClpLYLT-sClR669PadMYUxw,0,,,Hannoversche Allgemeine Zeitung / HAZ,,newsguard_validated,
UClqMTBRCRvezyEhecucIznQ,0,,,Thought Catalog,US,newsguard_validated,
UClvzcqTmh-Oa-PzcPJRB3Zg,0,,,Il Dispari Web Tv,IT,newsguard_validated,
UClwddNv0Cr6SIEGkzVK886w,0,,,FOX 9 Minneapolis-St. Paul,US,newsguard_validated,
UClxaaAzHu1B5EoTtBYea7ig,0,,,Radio-Canada Info,CA,newsguard_validated,
UClycxHtPpUjrmfrIxy_515A,0,,,National Center for Missing & Exploited Children,US,newsguard_validated,
UClzDDgsD93ApmuyEQAYg03Q,0,,,ZUERSTdeutschland,,newsguard_validated,
UClzkyoMAIXGAYh-mAuLoKAQ,0,,,New York Amsterdam News,US,newsguard_validated,
UCm-kyP6cRr3iI_Sf7X9SDoA,0,,,Stand for Health Freedom,,newsguard_validated,
UCm-xb5mPwS2KsTOy8dM1btQ,0,Q55665316,newspaper,Saline Courier,United States,newsguard_validated,
UCm1ilvByQlcDkuVq1VAxxBg,0,,,Substack,US,newsguard_validated,
UCm20J1Zee3cQVxut0RQBbGA,0,,,Nova'ctus,,newsguard_validated,
UCm2hkTEmhavWziVjqGGJZMQ,0,,,StAugustineRecord,US,newsguard_validated,
UCm3af9XtbGdk_TiQy1mYvbw,0,,,NYup,,newsguard_validated,
UCm3egOccLDKBYMdrp25CHow,0,,,Think Americana,,newsguard_validated,
UCm4fSpMpPIZ9z6KHoezLUAg,0,Q19912,mass media|radio station,RFI,FR,newsguard_validated,
UCm5tLb7oHVgVPGfKhi7mHVQ,0,,,LancasterOnline,US,newsguard_validated,
UCm7yGiFpyRUo7I3qqfk2CqQ,0,,,IBJ Media,,newsguard_validated,
UCm8BFuyDeGQ7Mi80hNKe7ZA,0,Q17072806,newspaper,Opelika Auburn News OANow,United States,newsguard_validated,
UCm8RLxPfpn7r6Nuu8lKnerQ,0,,,VOZ,US,newsguard_validated,
UCm8c3GJ8-zYVKk9aKQrDw8g,0,,,American Psychiatric Association,US,newsguard_validated,
UCm9AjFdUm7tnIO4QOY6GpqQ,0,Q138571776,mass media|news media|news website,San Antonio Report,US,newsguard_validated,
UCmDxZ7bACHExnYYh-j8wnpA,0,,,Spectrum News NECN,US,newsguard_validated,
UCmEf9Mu__uomEiSWV7v9OqQ,0,,,Digital Journal,CA,newsguard_validated,
UCmFqrjad9goZEuZ0OLzz-lg,0,,,Killeen Daily Herald,,newsguard_validated,
UCmHowXcOMg8_-4KbthmBoUQ,0,,,PoliticsHome,GB,newsguard_validated,
UCmHw3H5Eq05tksL0Df-XP_A,0,,,La Voix du Nord,FR,newsguard_validated,
UCmKKVuZrBfSGiuvtOuipoDA,0,,,NBC Bay Area,US,newsguard_validated,
UCmL2pyZOCTQl0-ntGBWDZIQ,0,,,Moyers & Company,US,newsguard_validated,
UCmLdaFXGbXvrxPAdlAJktDg,0,,,KSN TV,US,newsguard_validated,
UCmPEwttgmUbnG6oF-TsFlbQ,0,,,Libero Quotidiano,IT,newsguard_validated,
UCmPl-z-TL8XjVaUex5wcBBg,0,,,dazonlinetv,DE,newsguard_validated,
UCmQRypK6kAcujJAlYZpFW8Q,0,,,PETA (People for the Ethical Treatment of Animals),US,newsguard_validated,
UCmS9EMj4GWBe3vSnQ6G39Sw,0,,,GPB News,US,newsguard_validated,
UCmT6-ChKpaiIVu2fhEIsNtQ,0,,,misesmedia,US,newsguard_validated,
UCmT7hTV8VJU6CiCGEs6hFbw,0,,,The Free Thought Project,,newsguard_validated,
UCmV-geKZ_q_OFBmyPYBPpCg,0,,,Positanonews TV,IT,newsguard_validated,
UCmXUVzELvqEsWukMD3AvqoA,0,,,Baby Chick,US,newsguard_validated,
UCmZJz1J64RD7Ur7tI09s-FA,0,Q6339150,television station,KTSM 9 NEWS,United States,newsguard_validated,
UCmaSRL3oEAYWnVebSV0RHpw,0,,,Francesco Abbruzzino w The Scoop,US,newsguard_validated,
UCmdP9MXOuwD8CNqPZOSDomg,0,,,Glenwood Springs Post Independent,US,newsguard_validated,
UCmeUtez2-qlAa48H7fNpT7A,0,,,Videos LaNouvelle,,newsguard_validated,
UCmgu59JcMrmfdY6KZ0R9ROQ,0,,,DiariodelWeb.it,IT,newsguard_validated,
UCmi4tHXXktvPxxcvfi2vpLQ,0,,,WNEM TV5,US,newsguard_validated,
UCminx_9bdEOPDmmLzUhpoSQ,0,,,Corse-Matin Presse,FR,newsguard_validated,
UCmjsff0sxdTH036-pMoLSXw,0,,,KREX News 5,,newsguard_validated,
UCmn9NOjiB3SaF8y6-X5GN9A,0,,,BroBible,US,newsguard_validated,
UCmn_gm0xQkHUlWl0UROUK2A,0,,,Triad City Beat,,newsguard_validated,
UCmnkhUgYiq5k4_oL_ueGWqw,0,Q107901416,mass media|news media|news website,New Jersey Globe,US,newsguard_validated,
UCmo02peDKZvgpJj3TT2Jt_A,0,,,Dana-Farber Cancer Institute,US,newsguard_validated,
UCmoMxFxfjHJIicCv1eV_tSA,0,Q3875645,mass media|news media|news website|newspaper|online newspaper,Tgcom24,IT,newsguard_validated,
UCmq2pG9uYmTvqaN5QIfZeyw,0,,,U.S. Government Accountability Office (GAO),US,newsguard_validated,
UCmq6cHYJ4M5tJrRj143fjxw,0,,,Dewezet,DE,newsguard_validated,
UCmrUZ_wNBZMiYVQbwO3mDGg,0,,,Der Wächter,,newsguard_validated,
UCmvvRkCC_GhcHn3P2S07UQA,0,,,WMBFNews,,newsguard_validated,
UCmyGH1tjNBs2VFtVSAtmNOg,0,,,AARP,US,newsguard_validated,
UCmzRVXGimplT5xR_c4lddJg,0,,,The Janesville Gazette,US,newsguard_validated,
UCn0sxo5Ocp8eSFqr9F1URpg,0,Q7954212,television station,WPDE ABC15,United States,newsguard_validated,
UCn2g2Wy8uiE9BhDPV4knT7A,0,,,On3,US,newsguard_validated,
UCn4tcs_bge7r1c6ONMjgxYA,0,,,OnlineAthens,,newsguard_validated,
UCn7285bO_vEziJ9brPtkFMA,0,,,WCAX Channel 3 News,US,newsguard_validated,
UCn7N0PrIQnf90MesCa_W2LA,0,,,Huntsville News,US,newsguard_validated,
UCn8LpnCsR7pFBvQwtGzNTag,0,,,GoUpstate / Spartanburg Herald-Journal,US,newsguard_validated,
UCn8zNIfYAQNdrFRrr8oibKw,0,Q249838,magazine|mass media|news media|news website,VICE,US,newsguard_validated,
UCnAy3dlHSIL11HWWipf3Gbg,0,Q96774,journalist|pundit,David Dr. Berger,Germany,newsguard_validated,
UCnB7so0-MEE2_upz9wv1rcQ,0,,,Sain et Naturel,,newsguard_validated,
UCnCnvWWUiBKZ1SJwvh-fd3A,0,,,Wolfsburger Allgemeine Zeitung,,newsguard_validated,
UCnFrQ2IXQlW6sFPe4ys09rQ,0,Q691047,public broadcaster,SR deins,DE,newsguard_validated,
UCnIWNujSpiiuH29-TBCz9aw,0,Q3553781,newspaper,VA Plus,FR,newsguard_validated,
UCnJ8fyizHQi6A_5_5Im7cVA,0,,,Boursorama,FR,newsguard_validated,
UCnJbIJ2DO3QGnLxFxTTlMkw,0,,,Healthline Mental Health,US,newsguard_validated,
UCnKYBTzfcyzIsd9aqczP0JQ,0,,,"KY3 News - Springfield, Mo.",,newsguard_validated,
UCnNCJm2WlFUK8tv5_oJ7EsA,0,,,NextShark,US,newsguard_validated,
UCnReOAn6-xSb_ultl6U0d9w,0,,,Before It's News,,newsguard_validated,
UCnSXdCNbGIrWH0l1yC3YULw,0,,,Project Syndicate,CZ,newsguard_validated,
UCnUHnsMicNtKYf-VV2H9J3A,0,Q7008550,newspaper,New Haven Register,US,newsguard_validated,
UCnVjidHzypKf5oTKWSA1G3g,0,,,Michael Heaver,GB,newsguard_validated,
UCnWi59TPymx0_qt7PX3VeNA,0,,,PIX11 News,US,newsguard_validated,
UCn_UP6wdgfFrtm-kuXMAbWg,0,,,TheWrap,US,newsguard_validated,
UCn_smTYmROafIdN_Ykomy8w,0,,,France 3 Toutes Régions,FR,newsguard_validated,
UCn_uMY15GlwaPpx80-WjR6g,0,,,Occupy Democrats,US,newsguard_validated,
UCnbLczBg2EePN6iiCI96chA,0,,,CherryRoad Technologies,,newsguard_validated,
UCnd4U4dCZC7odQiytVBk43w,0,Q4789787,newspaper,Argus Leader,US,newsguard_validated,
UCneXGesND4MmitQSwlwOupw,0,,,People en Español,,newsguard_validated,
UCnfkCL2cpuHczacOUWJ-E3Q,0,Q7688784,newspaper,Taunton Daily Gazette,US,newsguard_validated,
UCnhqfkI2yMPv2W-4WIsBLcQ,0,,,foxfly23,,newsguard_validated,
UCnkG_c5cyemVVsgCDoHiXew,0,,,Kyle Olson,US,newsguard_validated,
UCnnpmd3JgAaM2LesY99npNg,0,,,TV Oberfranken,DE,newsguard_validated,
UCnoV3nw1GKcp4GUxJywU_uA,0,,,newstalkkzrg,,newsguard_validated,
UCnp5nmaQblpPnEd2Jb91GPQ,0,,,Oberhessische Presse,DE,newsguard_validated,
UCnrubbmyCz8krGnpsbhJRYg,0,,,Mongabay,US,newsguard_validated,
UCnsvJeZO4RigQ898WdDNoBw,0,Q50009,newspaper,EL PAÍS,ES,newsguard_validated,
UCnwI-VN5jXWIGQKOI9PMDMw,0,,,WPRI,US,newsguard_validated,
UCnwOYoX7b4CCWQ77l4ikNHQ,0,,,BecauseofThemWeCan,,newsguard_validated,
UCnwP4ncVOidDK7jK56Acg0Q,0,,,Cedars-Sinai,US,newsguard_validated,
UCnxZsywm_0xPy-kZVO7XwFA,0,,,KOMU 8 News,US,newsguard_validated,
UCnyPpWb8_rKNXHlxREVGzeQ,0,,,NonstopNews Germany,DE,newsguard_validated,
UCo-e4BxIefy5zRS_89mFGlQ,0,,,KOLD NEWS 13,US,newsguard_validated,
UCo1ciy0pTN-uewCUeWaFeUw,0,,,WFXL / FOX 31,,newsguard_validated,
UCo1sWTbnjscL8JqlNr-UCEg,0,,,Shared,,newsguard_validated,
UCo30hbSt6D9z2ObnR4Goo0A,0,,,LasVegasSun,,newsguard_validated,
UCo5E9pEhK_9kWG7-5HHcyRg,0,Q60656247,mass media|television channel,COURT TV,US,newsguard_validated,
UCo5PYmixZLbCpJGusChhu9g,0,,,Digital AIM Media,,newsguard_validated,
UCo7BU0yjccy7NUaSXBys9dw,0,,,The Sun Chronicle,,newsguard_validated,
UCo9TMgZ0fX9VVw_so8sr3CQ,0,,,MedCity News,US,newsguard_validated,
UCoDP7Nxmqha7In6Bz-btkRg,0,,,WSBTV,PL,newsguard_validated,
UCoDyBtyP-3WC6z56EMMnj6A,0,,,KRGV,US,newsguard_validated,
UCoEOCk0twe1PI8JqVUkgKjg,0,,,Scott Dworkin,US,newsguard_validated,
UCoEzcOKpqu__u2EgQxLs2mQ,0,,,Gazette Visuals,US,newsguard_validated,
UCoHk4ywu_5PakaJwVc6vO1Q,0,,,Apotheken Umschau,DE,newsguard_validated,
UCoHnROrHt1MAQz9zTBJh1hw,0,,,GMA,,newsguard_validated,
UCoI5XGjjzd7Z2PBwD4yLEkw,0,,,REPORT 23,US,newsguard_validated,
UCoIhMkbeDRBImkGiA5mZp5A,0,,,KOCO 5 News,,newsguard_validated,
UCoJoJDmmqTJutQMP5RAQsMA,0,,,,,newsguard_validated,
UCoKqUtcUtf8QPb0GWxe5e7Q,0,,,The Information,US,newsguard_validated,
UCoL9vRgaCN7Y7xbpQB60sdQ,0,,,КУРС,UA,newsguard_validated,
UCoMkJtubO2MhiCktOkUAi7Q,0,,,Star-Advertiser,US,newsguard_validated,
UCoQ2FA1mA1XyNvbFO2LwU1g,0,,,WILX News 10 Promotion,,newsguard_validated,
UCoQA_j2qZf9nk7_GHbqTdlQ,0,,,The Libertarian Institute,US,newsguard_validated,
UCoQQwkwlxqHyy37SWT7p8cQ,0,,,Cancer.Net,,newsguard_validated,
UCoR2csvc9d8xC4jpMcFjHcA,0,,,BB4SP,,newsguard_validated,
UCoS-mm5bC5eY07AaKntKzgw,0,,,Human Rights Watch,US,newsguard_validated,
UCoUSj4uM5m6E3op-ysRrGGw,0,,,Grandenapoli,IT,newsguard_validated,
UCoUxsWakJucWg46KW5RsvPw,0,Q183399,newspaper,Financial Times,GB,newsguard_validated,
UCoe5u1Hr0tHkJVzgsiKoMJg,0,,,WTVC NewsChannel 9,US,newsguard_validated,
UCoezt_G_R1StXvrQ3NxJH-Q,0,,,Il Vaso di Pandora,IT,newsguard_validated,
UCofFquMFcHB_a0eeEwh5UmA,0,Q7950009,television station,WGXA,US,newsguard_validated,
UCofkZsTaxelnRUrmOL6DTaQ,0,,,ABC 17 News,,newsguard_validated,
UCogrSQkBJn1KF0N9I4oM7eQ,0,Q109782642|Q7894217,journalist|mass media|news media|news website|podcaster,Fraser Cain,CA,newsguard_validated,
UCohsGFc_fveBnq33klj_lSA,0,,,Rural Assembly,US,newsguard_validated,
UCoiTBgamLMOMUr-vVdwI9Aw,0,,,TV6 AND FOX UP,,newsguard_validated,
UCojA_83p4GkHr7Q_vAyBklg,0,,,Jacksonville Daily News,,newsguard_validated,
UCojNA7ZvnmGuIvYnm44wl3Q,0,,,WLKY News Louisville,US,newsguard_validated,
UCokaZgH5Ag9IyzmHhrPcrvw,0,,,Andrea Bongioanni,,newsguard_validated,
UCombGe_D0xJOAtLgKh9HbXA,0,,,QS24 - Schweizer Gesundheitsfernsehen,CH,newsguard_validated,
UCooUV6rU2bPDbyB8NQl4ebQ,0,,,The Daily Californian,US,newsguard_validated,
UCooi_pDXUOUiC_GE-hFAfXg,0,,,American Sexual Health Association,US,newsguard_validated,
UCoons2qfAWy-BU-UGFScFOg,0,,,Bolivar Herald-Free Press,,newsguard_validated,
UCoqcvII0TQaevTBnsS0ys7Q,0,,,StarNewsOnline,US,newsguard_validated,
UCosGW3kC-q8n0VTCJxwqM5g,0,,,AMi AMi,,newsguard_validated,
UCosNuCC96Oicg_3CqBCfuRg,0,,,Sacramento Bee,US,newsguard_validated,
UCosYglPpOigr8_mJFody7gg,0,,,Climate change,,newsguard_validated,
UCouaZqnOJay2Lacj8fomO3Q,0,,,FOX NASHVILLE,US,newsguard_validated,
UCoumKpcPlYB3z1C4h1MlzQg,0,,,Billings Gazette,,newsguard_validated,
UCox2P6tNoEcuIWFH2s2dFeA,0,,,KEYC News Now,,newsguard_validated,
UCoxV5yIfZgJxHgCe7QNIjzw,0,,,Il Riformista,IT,newsguard_validated,
UCoyFmw4a9MjPfyhd4JZBU0g,0,,,Clash Daily,,newsguard_validated,
UCp1KrVaZDZ7BOI_QBuTWWmg,0,Q3191412,television station,KING 5 Seattle,US,newsguard_validated,
UCp2IJN17NMXfw0PLvoHdujQ,0,,,Made in Marseille,FR,newsguard_validated,
UCp2kK3DyhpgFOdILF3BBC9A,0,Q770596,newspaper,L'Express,FR,newsguard_validated,
UCp5EP976ZmsydXhMEZnisDg,0,,,Euromaidan Press,EE,newsguard_validated,
UCp5lb5CeO-XdeQTe_g4K9Zg,0,,,Il Granchio,,newsguard_validated,
UCp63GYn2KHv6PRetnXlS_gg,0,Q5209320,newspaper,RedBluff DailyNews,,newsguard_validated,
UCp6aBHRM6ZS_kLeC57HV4kg,0,Q7711656,media company,TheStreet,US,newsguard_validated,
UCp6yMWT7VTXdHRxGQ3gOpLw,0,,,foxnews,,newsguard_validated,
UCp7GjhL0gj1KaiUHtPELxNg,0,,,Daily Herald,,newsguard_validated,
UCp7NBbx93BDRMe2jM2h-Wpw,0,,,Capital Research Center,US,newsguard_validated,
UCpB78IGoRWWUeWQyHaYvusA,0,,,Scripture Spot,US,newsguard_validated,
UCpCwmdAytt5K3QlupLUQVjQ,0,Q48970035|Q56236498,newspaper,The Daily Journal,United States,newsguard_validated,
UCpGnvIUZbg994_gnmckILKg,0,,,TheColumbusDispatch,US,newsguard_validated,
UCpIIsfqRWz9MwJe3lX4z5pQ,0,,,Concord Monitor,,newsguard_validated,
UCpKcsKKx97iT9MltKfbTklQ,0,Q5601874,mass media|news media|news website|newspaper|online newspaper,GreekReporter,US,newsguard_validated,
UCpKxLLae9YXj7ihrlN58pyQ,0,,,InkFreeNews,US,newsguard_validated,
UCpL_jdci_e82tIRLJMtrCfg,0,,,The Nevada Independent,US,newsguard_validated,
UCpQiwFjomzBHJN-TpdLZxBg,0,,,48 News,US,newsguard_validated,
UCpRQuynBX9Qy9tPrcswpPag,0,,,The Motley Fool,US,newsguard_validated,
UCpR_4YnLJAphcr0VI5yR5SA,0,Q6340338,television station,FOX5 Las Vegas,US,newsguard_validated,
UCpUU7njTLZf5tEWqq972pAw,0,,,Медіа-хаб ТВОЄ МІСТО,UA,newsguard_validated,
UCpVm7bg6pXKo1Pr6k5kxG9A,0,Q157118,mass media|media company|television channel|television station,National Geographic,US,newsguard_validated,
UCpY_s2vI-rbSik5vBuGy44w,0,,,Salem News Journal,US,newsguard_validated,
UCpZ5qUqpW4hW4zdfuBxMSJA,0,,,Mental Floss,US,newsguard_validated,
UCpZrDNeayIsEL5_8hYrBC7Q,0,,,Hudson Valley Post,US,newsguard_validated,
UCp_0KR7dSQ--GLm3_gBo3sA,0,,,CJDC-TV News,CA,newsguard_validated,
UCpbR0J7AI_f-MxSmmX2wb9w,0,,,Secret NYC,US,newsguard_validated,
UCpf6efsF90gmury4j7quNjw,0,,,Elephant Journal,US,newsguard_validated,
UCphfPDeHIsRXcQ_v7nIjL1Q,0,,,AleteiaFR,FR,newsguard_validated,
UCpko_-a4wgz2u_DgDgd9fqA,0,Q5003490,media company,BuzzFeedVideo,US,newsguard_validated,
UCplFx2Ys-EbFp2GJb_o6euQ,0,,,WSIL “WSIL TV 3” Carterville,,newsguard_validated,
UCplFzk41GPh1gGjDLbQ4qtA,0,,,ROLLING STONE Deutschland,,newsguard_validated,
UCpmb83_U37eDBlgEezsxK7w,0,,,WBAL-TV 11 Baltimore,US,newsguard_validated,
UCprQWxc91NtC1Jx1iuEbC-Q,0,,,The Spinoff,NZ,newsguard_validated,
UCptYn8_-yppTxXj46GlW_hg,0,,,EBONY Magazine,US,newsguard_validated,
UCpth1tBRis3uIFgZq90ah5g,0,,,The Macomb Daily,,newsguard_validated,
UCpuP7nSKi6r0VjzxG4DYWpQ,0,,,The St. Louis Post-Dispatch,US,newsguard_validated,
UCpugeZUO4F8H7YC_H_EDirA,0,,,MRC-Video,US,newsguard_validated,
UCpvy7R6hAUqAAZQI0rQIcxw,0,,,Sarasota Herald-Tribune,,newsguard_validated,
UCpz5tmmeJzj6I81DlEDH9jQ,0,,,NBA Young Boy Kids,,newsguard_validated,
UCpzzDK3ErX27w4_zZlqiR-Q,0,,,Barrie 360,CA,newsguard_validated,
UCq-b0dwW97YRZWgSCikWQRA,0,Q870443,newspaper,DIE WELTWOCHE,CH,newsguard_validated,
UCq0fRwh8ugRX1BQLOt4Y16A,0,,,TheMPDailyNews,,newsguard_validated,
UCq0tRNs5APM6MCyKgtqinFg,0,,,Waco Tribune-Herald,US,newsguard_validated,
UCq1dyQdwtexheC1QDJZfPyg,0,,,Funke Thüringen - TA - OTZ - TLZ,DE,newsguard_validated,
UCq3QhkV1-S5KonNKUqQP8fw,0,,,Michele Santoro presenta,,newsguard_validated,
UCq4LMtXMLtaPLzAZurJqQxg,0,,,Clarion Ledger,,newsguard_validated,
UCq5eFKGsBgtVkRoyDYcNAXA,0,,,Working Mother Magazine,,newsguard_validated,
UCq6jYgbPEh-lttcUsvPCbsg,0,,,16 WAPT News Jackson,US,newsguard_validated,
UCq8mFCr9OQo9fvXLhRyL4iA,0,,,Le Gorafi,,newsguard_validated,
UCqC9wT9TI5Va0yWG77-q3IA,0,,,The Seattle Times,,newsguard_validated,
UCqDsOEMBTH8Ypk84vaKsKrA,0,,,Valley News Live,US,newsguard_validated,
UCqJ_5ZCP8_WEXW4xJWsSNTw,0,,,Virgilio Video,IT,newsguard_validated,
UCqLj_VGACwmDa0FZ4UV3j-w,0,Q20708257,magazine|mass media,Bustle,US,newsguard_validated,
UCqM2KCivU8WXj1_FWqoxlDg,0,Q119729884,mass media|news media|news website,Réseau International,FR,newsguard_validated,
UCqNPpzfFRh29-ULwkF0ys0w,0,,,Winnipeg Sun,,newsguard_validated,
UCqNfXxfww4ATBZsbv64nwRg,0,,,Maura Dowling,US,newsguard_validated,
UCqO3GxVYutcugyknCWdAcUA,0,,,NEJM Group,US,newsguard_validated,
UCqPQEDZT2tLDvu6G8jvOSWg,0,Q107849181,magazine|mass media|news media|news website,Contagion Live,,newsguard_validated,
UCqQs28K2zj2dOsc5NfXUKEg,0,,,Benzinga,US,newsguard_validated,
UCqRSWOqkW_oelrdUN7KQ-aQ,0,Q3230275,magazine|mass media|news media,Les Numériques,FR,newsguard_validated,
UCqS_xL-oefkRoCZJ5LKWPuQ,0,,,NoticiasCubanet Cuba,US,newsguard_validated,
UCqU2iMFdzqfexHNfxTcPJzw,0,,,"WTXL - Tallahassee, FL",,newsguard_validated,
UCqV-CJLa5ZBQUcLYlMo0bWw,0,,,PhillyVoice.com,US,newsguard_validated,
UCqVnkns6Gf3W7J9zWZE4EqA,0,,,Leafly,US,newsguard_validated,
UCqVoI_h-KDvVS8E-b8s3m_A,0,,,ISS - Istituto Superiore di Sanità,IT,newsguard_validated,
UCqWniBDtC3jPyP23GqjwrIg,0,,,WAOW,US,newsguard_validated,
UCqZQlzSHbVJrwrn5XvzrzcA,0,Q3046048,mass media|television channel,NBC Sports,US,newsguard_validated,
UCqb2rVdgr48K7eLX0ggMHUw,0,,,HersfelderZeitung,,newsguard_validated,
UCqdOvfSmM2NKRNE0FSbATuw,0,Q7956506,television station,FOX 29 Philadelphia,US,newsguard_validated,
UCqeXB2WsPdzcdCdP-bUc52g,0,,,Fast Company,US,newsguard_validated,
UCqftsyRDRf69fLyG2AGv3mA,0,,,Triple M,AU,newsguard_validated,
UCqgLGmwFAy6XQtvT5oVBeCw,0,,,The China Project,US,newsguard_validated,
UCqgRhvFnTDL8MtIJb84RSHQ,0,,,Reutlinger General-Anzeiger,DE,newsguard_validated,
UCqgrelsJF19-0cwCwiKULuA,0,,,Epoch Times France,FR,newsguard_validated,
UCqiLgplFDymhp9Yad4mDg3w,0,,,Off The Press,US,newsguard_validated,
UCqihn-jTsq9s4HsLEyJQM3A,0,,,Boston Herald,US,newsguard_validated,
UCqk7J74c0gWpV9p7eVglFZw,0,,,FOX 8 News Cleveland,US,newsguard_validated,
UCqmQ1b96-PNH4coqgHTuTlA,0,,,ARD,DE,newsguard_validated,
UCqpCXlLyVGqtajfRVbk2K_g,0,,,Holland Sentinel,,newsguard_validated,
UCqrKM1eDhnDyn9K_CrDTRBg,0,,,ABC 36 WTVQ-TV,,newsguard_validated,
UCqsDMOucTPxRHDgsvfrwxWw,0,,,Eyewitness News WEHT WTVW,US,newsguard_validated,
UCqvtjfI2zzRl_2W_KpEnuMg,0,,,WMTW-TV,,newsguard_validated,
UCqw2HeKIY-7j423EMdw_6vw,0,,,watson.de,DE,newsguard_validated,
UCr30oQZEu1FqyYKvS2KEx0Q,0,,,Sojourners,,newsguard_validated,
UCr7ZFxNlDvb3waeoTN1_3mA,0,Q2272618,magazine|mass media,Teen Vogue,US,newsguard_validated,
UCr7gh2Z4NzcMlRdwqavYcgw,0,,,The Sault Channel,CA,newsguard_validated,
UCr7iizAZIbXNuznvNbeMSOQ,0,,,Houston Press,US,newsguard_validated,
UCr7mSqQx_aW0eWS83QSBrHA,0,,,BNN BREAKING NEWS NOW,,newsguard_validated,
UCr8tMU1xCNct3uI2MScURcw,0,,,Richmond Free Press,,newsguard_validated,
UCr9QWb5RKLfaunjKHJZAdQQ,0,,,ZDNET,US,newsguard_validated,
UCr9uZpJkJsf8gfIZwroXYGg,0,,,La Provincia Pavese,IT,newsguard_validated,
UCrDQ4JBddISVVrZY-CFy7lw,0,,,Town & Country,US,newsguard_validated,
UCrEDkq2oTzmghi63bivFyPA,0,,,AdAge,US,newsguard_validated,
UCrFzKEjvjG8sIz6FYYwT9Ww,0,,,La Sicilia,IT,newsguard_validated,
UCrG_xSjSf5TtFDZGexsS4dQ,0,,,Macmillan Cancer Support,GB,newsguard_validated,
UCrJWWrN-jsSau3Kmb1WUeCw,0,,,TMZ Now,US,newsguard_validated,
UCrLGxsBRktzKo-KNWC-nfEw,0,,,WTOL11,US,newsguard_validated,
UCrOxH0-GHL6cPXw8oLXi2FQ,0,,,Canale 10 - TV Regione Lazio,IT,newsguard_validated,
UCrPtFeDPm7r4xrk81Nz7jpg,0,,,theWashingtonMonthly,,newsguard_validated,
UCrQwsuNzVMhhdf4SfHmeNEQ,0,,,Stamford Advocate,,newsguard_validated,
UCrT4OR6R-THV3XUvfGPS9qQ,0,,,UpNorthLive,US,newsguard_validated,
UCrTWMuZyAIRP_IRxfO20k3w,0,,,WNYC Studios,US,newsguard_validated,
UCrWtfbfTrZn9penvY3xwWig,0,,,KAKE News,US,newsguard_validated,
UCrXWhdyVXmTz0_wZyKcgg7Q,0,,,RadioRPR1,DE,newsguard_validated,
UCrZE-1EnSlpXHTvEAXaucAQ,0,,,SierraClub,US,newsguard_validated,
UCr_mWCW4oghRSfKM1vo1YYw,0,,,Radio1 Tahiti,,newsguard_validated,
UCrbOGpnOudmETQ0WZkyvD8g,0,Q1026672,newspaper,Calgary Herald,,newsguard_validated,
UCrd4wzQvN6wcnS-xKalueIA,0,,,Hometown Life,US,newsguard_validated,
